companyName,companySize,tagline,title,details,sizeCategory,located,Manager,Technical,Technical Manager,Only Technical,Only Manager,Neither,Company size
Recurate | Resale Made Easy,11-50 EMPLOYEES,Recurate enables a beautifully integrated resale marketplace directly on ecommerce stores,VP of Engineering,United States • Remote possible • $250k – $300k • 0.0% – 1.0%,Medium,True,1,1,1,False,False,False,35
Recurate | Resale Made Easy,11-50 EMPLOYEES,Recurate enables a beautifully integrated resale marketplace directly on ecommerce stores,Customer Experience Manager,United States • Remote possible • $60k – $70k,Medium,True,1,0,0,False,True,False,35
Essenvia,1-10 EMPLOYEES,https://www.essenvia.com,Data Scientist / Senior DataScientist,Los Angeles • Bengaluru • $80k – $120k • 0.01% – 0.1%,Small,True,0,1,0,True,False,False,5
Showcase,1-10 EMPLOYEES,Reimagining the delivery and consumption of business video,Founding Fullstack Software Engineer,New York City • Remote possible • $80k – $130k • 0.5% – 2.0%,Small,True,0,1,0,True,False,False,5
Offer1,1-10 EMPLOYEES,Tech Enabled Home Selling Application,RED ALERT ***Unicorn Sighting*** Product Manager / Marketing Manager,Miami • San Diego • Fort Lauderdale • $75k – $120k • 0.25% – 0.5%,Small,True,1,0,0,False,True,False,5
Hologram,51-200 EMPLOYEES,"Internet everywhere, for everything",Customer Success Manager,Chicago • Remote possible • $74k – $102k,Large,True,1,0,0,False,True,False,125
Hologram,51-200 EMPLOYEES,"Internet everywhere, for everything",Sales Engineer,Chicago • Remote possible • $60k – $85k AngelList Est.,Large,True,0,1,0,True,False,False,125
Hologram,51-200 EMPLOYEES,"Internet everywhere, for everything",Outbound Business Development Representative,Chicago • Remote possible • $60k – $95k AngelList Est.,Large,True,0,0,0,False,False,True,125
Datapad,1-10 EMPLOYEES,The world's most user-friendly data tool,VP of Engineering,Europe • Turkey • United States • Remote possible • $60k – $75k • 2.0% – 5.0%,Small,True,1,1,1,False,False,False,5
Datapad,1-10 EMPLOYEES,The world's most user-friendly data tool,Founding Engineer (Front-End),Europe • United States • Remote possible • $60k – $80k • 0.5% – 1.5%,Small,True,0,1,0,True,False,False,5
Recurate | Resale Made Easy,11-50 EMPLOYEES,Recurate enables a beautifully integrated resale marketplace directly on ecommerce stores,Brand Success Manager,Remote possible • $60k – $85k,Medium,False,1,0,0,False,True,False,35
batelle.com,11-50 EMPLOYEES,"Teach parents how to put their children to bed in under 5 minutes, within a week",Senior Sales Consultant,Remote possible • $45k – $65k,Medium,False,0,0,0,False,False,True,35
MoodMe,11-50 EMPLOYEES,MoodMe provides insights and experiences for the emotion economy with unbiased AI & AR,Internship in software development: C/C++,Austin • Palo Alto • Brussels • Remote possible • $1k – $30k • 0.0% – 1.7%,Medium,True,0,1,0,True,False,False,35
MoodMe,11-50 EMPLOYEES,MoodMe provides insights and experiences for the emotion economy with unbiased AI & AR,Chief of Design & UX/UI,Austin • Remote possible • 3.0% – 7.0%,Medium,True,1,0,0,False,True,False,35
MoodMe,11-50 EMPLOYEES,MoodMe provides insights and experiences for the emotion economy with unbiased AI & AR,Chief Technology Officer,Austin • Dallas • Houston • Remote possible • $58k – $90k • 3.0% – 8.0%,Medium,True,1,0,0,False,True,False,35
Fulfil.IO,11-50 EMPLOYEES,Next Generation ERP for Retail and Distribution,Senior Python Engineer - Remote,India • South Africa • Ukraine • Remote possible • ₹25L – ₹30L • No equity,Medium,True,0,1,0,True,False,False,35
Fulfil.IO,11-50 EMPLOYEES,Next Generation ERP for Retail and Distribution,Senior Python Engineer - Remote,Canada • India • United States • Remote possible • $70k – $150k • No equity,Medium,True,0,1,0,True,False,False,35
Fulfil.IO,11-50 EMPLOYEES,Next Generation ERP for Retail and Distribution,Customer Support Representative (Warehouse Operations Specialist) - Remote,Canada • India • United States • Remote possible • $45k – $60k • No equity,Medium,True,0,0,0,False,False,True,35
Benchling,201-500 EMPLOYEES,"Informatics platform to accelerate, measure, and forecast R&D from discovery through bioprocessing",Senior Revenue Accountant,San Francisco • $115k – $150k AngelList Est.,X-Large,True,0,0,0,False,False,True,350
Benchling,201-500 EMPLOYEES,"Informatics platform to accelerate, measure, and forecast R&D from discovery through bioprocessing",Head of Account Based Marketing (ABM),San Francisco • $155k – $200k AngelList Est.,X-Large,True,1,0,0,False,True,False,350
Benchling,201-500 EMPLOYEES,"Informatics platform to accelerate, measure, and forecast R&D from discovery through bioprocessing","Experienced Software Engineer, Notebook",San Francisco • $115k – $165k AngelList Est.,X-Large,True,0,1,0,True,False,False,350
Panoply,1-10 EMPLOYEES,Go from raw data to complex analysis in under 12 minutes,Solutions Architect,Arizona • Tel Aviv-Yafo • Remote possible • $75k – $85k,Small,True,0,1,0,True,False,False,5
InfluxData,51-200 EMPLOYEES,"Real-time visibility into stacks, sensors and systems using open source time series database",Systems Support Engineer,New Castle • Remote possible • $115k – $155k AngelList Est.,Large,True,0,1,0,True,False,False,125
InfluxData,51-200 EMPLOYEES,"Real-time visibility into stacks, sensors and systems using open source time series database",Systems Support Engineer,Scotland • Remote possible,Large,True,0,1,0,True,False,False,125
InfluxData,51-200 EMPLOYEES,"Real-time visibility into stacks, sensors and systems using open source time series database",Systems Support Engineer,Birmingham • Remote possible,Large,True,0,1,0,True,False,False,125
Bolt,51-200 EMPLOYEES,Provide an optimized checkout experience that is 2x faster than the competition,"Director, Sales Compensation",New York City • San Francisco • Toronto • Salt Lake City • Remote possible • $145k – $190k AngelList Est.,Large,True,1,1,1,False,False,False,125
Bolt,51-200 EMPLOYEES,Provide an optimized checkout experience that is 2x faster than the competition,Product Recruiting Manager,San Francisco • $110k – $150k AngelList Est.,Large,True,1,0,0,False,True,False,125
Bolt,51-200 EMPLOYEES,Provide an optimized checkout experience that is 2x faster than the competition,Senior Product Manager - Experimentation,Washington DC • $110k – $150k AngelList Est.,Large,True,1,0,0,False,True,False,125
Littledata,11-50 EMPLOYEES,Littledata is the #1 ecommerce data platform for modern DTC brands,Product Manager,London • Remote possible • £65k – £75k • No equity,Medium,True,1,0,0,False,True,False,35
Littledata,11-50 EMPLOYEES,Littledata is the #1 ecommerce data platform for modern DTC brands,Partner Marketing Manager,New York City • Remote possible • $70k – $80k • No equity,Medium,True,1,0,0,False,True,False,35
Littledata,11-50 EMPLOYEES,Littledata is the #1 ecommerce data platform for modern DTC brands,Talent Coordinator,Cluj-Napoca • Remote possible • £10k – £20k • No equity,Medium,True,0,0,0,False,False,True,35
Coast,11-50 EMPLOYEES,"Coast is re-imagining B2B payments, beginning with fleet and fuel",Content Marketing Manager,New York City • $100k – $140k AngelList Est.,Medium,True,1,0,0,False,True,False,35
Coast,11-50 EMPLOYEES,"Coast is re-imagining B2B payments, beginning with fleet and fuel",Account Executive,New York City • $100k – $135k AngelList Est.,Medium,True,0,0,0,False,False,True,35
Coast,11-50 EMPLOYEES,"Coast is re-imagining B2B payments, beginning with fleet and fuel",Sales Manager,New York City • $70k – $90k AngelList Est.,Medium,True,1,0,0,False,True,False,35
DarkHorse,11-50 EMPLOYEES,"Sports Technology, AI/ML Computer Vision, Wearable, SaaS, Analytics",SportsOS Communications Lead,Palo Alto • $72k – $72k • 0.0% – 3.0%,Medium,True,1,0,0,False,True,False,35
DarkHorse,11-50 EMPLOYEES,"Sports Technology, AI/ML Computer Vision, Wearable, SaaS, Analytics",Senior Software Engineer,Palo Alto • Redwood City • San Fransisco • $45k – $80k • 0.0% – 3.0%,Medium,True,0,1,0,True,False,False,35
DarkHorse,11-50 EMPLOYEES,"Sports Technology, AI/ML Computer Vision, Wearable, SaaS, Analytics",Quality Analyst Engineer,Palo Alto • Remote possible • $10k – $40k • No equity,Medium,True,0,1,0,True,False,False,35
Vinebase,11-50 EMPLOYEES,Building the future of wine online,"Business Development, Wineries",Austin • Portland • San Francisco • Remote possible • $50k – $100k • 0.1% – 0.5%,Medium,True,0,0,0,False,False,True,35
Vinebase,11-50 EMPLOYEES,Building the future of wine online,"Growth Marketing, Consumer",Austin • New York City • San Francisco • Remote possible • $80k – $150k • 0.1% – 2.0%,Medium,True,0,0,0,False,False,True,35
Vinebase,11-50 EMPLOYEES,Building the future of wine online,"Product Designer, Consumer",Austin • New York City • San Francisco • Remote possible • $100k – $150k • 0.1% – 2.0%,Medium,True,0,0,0,False,False,True,35
The Black Tux,201-500 EMPLOYEES,"Tuxedos and suits, for rent and for keeps",Head of Consumer Insights,Remote possible,X-Large,False,1,0,0,False,True,False,350
Skydog Ops,1-10 EMPLOYEES,On-Demand Salesforce + Revenue Ops Consulting,Salesforce + RevOps Consultant | Work with High-Growth Startups,Remote possible • $68k – $100k,Small,False,0,0,0,False,False,True,5
Karat,51-200 EMPLOYEES,"We help companies hire smarter and grow faster, and create more opportunities for software engineers",Recruiting Operations Manager,Seattle • Remote possible • $70k – $105k AngelList Est.,Large,True,1,0,0,False,True,False,125
Karat,51-200 EMPLOYEES,"We help companies hire smarter and grow faster, and create more opportunities for software engineers",Senior Technical Sourcer,Seattle • Remote possible • $65k – $115k AngelList Est.,Large,True,0,0,0,False,False,True,125
Karat,51-200 EMPLOYEES,"We help companies hire smarter and grow faster, and create more opportunities for software engineers",Market Development Representative,Seattle • Remote possible • $60k – $90k AngelList Est.,Large,True,0,0,0,False,False,True,125
PredictSpring,11-50 EMPLOYEES,Modern POS,Regional Vice President of Sales: West,California • Los Altos • $145k – $190k AngelList Est.,Medium,True,1,0,0,False,True,False,35
PredictSpring,11-50 EMPLOYEES,Modern POS,VP of Product Management,California • Los Altos • $150k – $185k AngelList Est.,Medium,True,1,0,0,False,True,False,35
PredictSpring,11-50 EMPLOYEES,Modern POS,Principal UX Designer,California • Los Altos,Medium,True,0,0,0,False,False,True,35
NewStore,51-200 EMPLOYEES,Combining intuitive iPhone applications with real-time visibility into all your back-end data,Marketing Manager,Boston • United States • $105k – $145k AngelList Est.,Large,True,1,0,0,False,True,False,125
NewStore,51-200 EMPLOYEES,Combining intuitive iPhone applications with real-time visibility into all your back-end data,Content Marketing Manager,Boston • United States • $105k – $145k AngelList Est.,Large,True,1,0,0,False,True,False,125
NewStore,51-200 EMPLOYEES,Combining intuitive iPhone applications with real-time visibility into all your back-end data,"Senior Account Executive, Northern Europe",Boston • Berlin • Remote possible • $90k – $115k AngelList Est.,Large,True,0,0,0,False,False,True,125
Instawork,51-200 EMPLOYEES,Where local businesses and talent find each other,"Director of Marketing (Open to: LA, SF, Chi, NYC, Miami)",Chicago • Los Angeles • Miami • New York City • Phoenix • More • Remote possible,Large,True,1,1,1,False,False,False,125
Instawork,51-200 EMPLOYEES,Where local businesses and talent find each other,"Product Marketing Manager, Consumer (Open to: SF, LA, CHI, NY, MIA)",Los Angeles,Large,True,1,0,0,False,True,False,125
Instawork,51-200 EMPLOYEES,Where local businesses and talent find each other,Lead Technical Recruiter,Chicago • Los Angeles • Miami • New York City • Phoenix • More • Remote possible,Large,True,1,0,0,False,True,False,125
Spire,201-500 EMPLOYEES,Data & Analytics from Orbit,"Senior Software Engineer, Constellation Services",Washington DC • $130k – $175k AngelList Est.,X-Large,True,0,1,0,True,False,False,350
Spire,201-500 EMPLOYEES,Data & Analytics from Orbit,Applied Research Scientist,Boulder • $110k – $140k AngelList Est.,X-Large,True,0,1,0,True,False,False,350
Spire,201-500 EMPLOYEES,Data & Analytics from Orbit,Space Services Customer Success Engineer,United States • Remote possible,X-Large,True,0,1,0,True,False,False,350
Lookout,201-500 EMPLOYEES,Securing the post-perimeter world to enable enterprises to protect data from threats,"Senior Software Engineer - (Ruby on Rails/Java, API Design)",Canada • Toronto • Remote possible,X-Large,True,0,1,0,True,False,False,350
Lookout,201-500 EMPLOYEES,Securing the post-perimeter world to enable enterprises to protect data from threats,"Senior Software Engineer - (Ruby on Rails/Java, API Design)",Canada • Remote possible,X-Large,True,0,1,0,True,False,False,350
Lookout,201-500 EMPLOYEES,Securing the post-perimeter world to enable enterprises to protect data from threats,Senior Engineering Manager - Enterprise Backend Services,Boston • $125k – $175k AngelList Est.,X-Large,True,1,1,1,False,False,False,350
Loom,51-200 EMPLOYEES,"Loom is the most effective way to get your message across, no matter where you work",Sales Development Manager,United States • $110k – $170k AngelList Est.,Large,True,1,0,0,False,True,False,125
Loom,51-200 EMPLOYEES,"Loom is the most effective way to get your message across, no matter where you work",Technical Support Engineer,United States • $115k – $155k AngelList Est.,Large,True,0,1,0,True,False,False,125
Loom,51-200 EMPLOYEES,"Loom is the most effective way to get your message across, no matter where you work","Director, Sales Operations and Strategy",United States • $145k – $190k AngelList Est.,Large,True,1,1,1,False,False,False,125
PlanetScale,11-50 EMPLOYEES,Provides enterprise support for Vitess and hosts a multi-cloud SQL-compliant DBaaS based on Vitess,Marketing Program Manager,United States • Remote possible • $80k – $110k AngelList Est.,Medium,True,1,0,0,False,True,False,35
PlanetScale,11-50 EMPLOYEES,Provides enterprise support for Vitess and hosts a multi-cloud SQL-compliant DBaaS based on Vitess,Solutions Engineer,United States • Remote possible • $70k – $105k AngelList Est.,Medium,True,0,1,0,True,False,False,35
PlanetScale,11-50 EMPLOYEES,Provides enterprise support for Vitess and hosts a multi-cloud SQL-compliant DBaaS based on Vitess,Enterprise Account Executive,United States • $100k – $145k AngelList Est.,Medium,True,0,0,0,False,False,True,35
Prisma,11-50 EMPLOYEES,The data layer for modern applications,Developer Advocate (Frontend / Fullstack),San Francisco • Berlin • Remote possible • $70k – $105k AngelList Est.,Medium,True,0,1,0,True,False,False,35
Prisma,11-50 EMPLOYEES,The data layer for modern applications,Growth Product Manager,San Francisco • Berlin • Remote possible • $100k – $140k AngelList Est.,Medium,True,1,0,0,False,True,False,35
Prisma,11-50 EMPLOYEES,The data layer for modern applications,Developer Advocate (Backend),San Francisco • Berlin • Remote possible • $70k – $105k AngelList Est.,Medium,True,0,1,0,True,False,False,35
coUrbanize,11-50 EMPLOYEES,Not enough people get to influence what’s built in their neighborhood. It's time to change that,Customer Success Operations Manager,Boston • Remote possible • $60k – $70k • 0.0% – 0.025%,Medium,True,1,0,0,False,True,False,35
CREAM and Partners,11-50 EMPLOYEES,New Age Incubator and Investment Firm of Blockchain and Cryptocurrency Projects,Investment Analyst/Associate,Remote possible,Medium,False,0,0,0,False,False,True,35
Altonomy,51-200 EMPLOYEES,Financial services for the Cryptocurrency industry,Blockchain Developer,Remote possible • $80k – $120k • No equity,Large,False,0,1,0,True,False,False,125
Apollo.io,51-200 EMPLOYEES,Your complete sales and engagement strategy in one unified platform,"Multilingual Customer Support Representative - English, Spanish, Portuguese (Remote)",Brazil • Remote possible,Large,True,0,0,0,False,False,True,125
Apollo.io,51-200 EMPLOYEES,Your complete sales and engagement strategy in one unified platform,Customer Service Representative - Remote,Philippines • Remote possible,Large,True,0,0,0,False,False,True,125
Apollo.io,51-200 EMPLOYEES,Your complete sales and engagement strategy in one unified platform,Customer Service Representative - Remote,Colombia • Remote possible,Large,True,0,0,0,False,False,True,125
Cadoo,1-10 EMPLOYEES,We help people reach their fitness goals using financial incentives,Retention Marketer/Content Creator,San Francisco • Remote possible • $60k – $100k • 0.1% – 1.0%,Small,True,0,0,0,False,False,True,5
Cadoo,1-10 EMPLOYEES,We help people reach their fitness goals using financial incentives,Senior Backend Developer,San Fransisco • Remote possible • $90k – $150k • 0.01% – 1.5%,Small,True,0,1,0,True,False,False,5
Plivo,51-200 EMPLOYEES,API platform for Voice call & SMS,Senior Communications Manager - Solutions,United States • Remote possible • $85k – $115k AngelList Est.,Large,True,1,0,0,False,True,False,125
Plivo,51-200 EMPLOYEES,API platform for Voice call & SMS,Senior Sales Engineer - Solutions,United States • Remote possible • $80k – $115k AngelList Est.,Large,True,0,1,0,True,False,False,125
Plivo,51-200 EMPLOYEES,API platform for Voice call & SMS,Senior Communications Manager - API Platform,United States • Remote possible • $85k – $115k AngelList Est.,Large,True,1,0,0,False,True,False,125
Remote,201-500 EMPLOYEES,"Remote allows companies to employ anyone, anywhere","Manager, Corporate FP&A",United States • $100k – $130k AngelList Est.,X-Large,True,1,0,0,False,True,False,350
Remote,201-500 EMPLOYEES,"Remote allows companies to employ anyone, anywhere","Senior Accountant, Payroll",United States • $100k – $130k AngelList Est.,X-Large,True,0,0,0,False,False,True,350
Remote,201-500 EMPLOYEES,"Remote allows companies to employ anyone, anywhere","Sr Manager, Payroll Accounting",United States • $100k – $130k AngelList Est.,X-Large,True,1,0,0,False,True,False,350
TigerConnect,51-200 EMPLOYEES,"Care team collaboration, patient communication and information at your fingertips","Sr. Manager, Technical Implementation",Santa Monica • Remote possible • $150k – $195k AngelList Est.,Large,True,1,0,0,False,True,False,125
TigerConnect,51-200 EMPLOYEES,"Care team collaboration, patient communication and information at your fingertips",Sr. Technical Recruiter,Santa Monica • Remote possible • $105k – $145k AngelList Est.,Large,True,0,0,0,False,False,True,125
TigerConnect,51-200 EMPLOYEES,"Care team collaboration, patient communication and information at your fingertips",Deal Desk Specialist,Mexico • Guadalajara • Remote possible,Large,True,0,0,0,False,False,True,125
CrowdComfort,1-10 EMPLOYEES,Waze for Buildings,Senior Sales Executive,Boston • Massachusetts • $250k – $300k • 0.25% – 0.5%,Small,True,0,0,0,False,False,True,5
CrowdComfort,1-10 EMPLOYEES,Waze for Buildings,Customer Success Manager,Boston • $75k – $100k • 0.1% – 0.25%,Small,True,1,0,0,False,True,False,5
CrowdComfort,1-10 EMPLOYEES,Waze for Buildings,Inside Sales Representative,Boston • Massachusetts • Remote possible • $100k – $150k • 0.012% – 0.025%,Small,True,0,0,0,False,False,True,5
Visible,11-50 EMPLOYEES,"Update investors, raise capital and track metrics from a single platform",Founder Success Manager,Chicago • Miami • Fort Collins • Remote possible • $60k – $80k • 0.05% – 0.25%,Medium,True,1,0,0,False,True,False,35
isee ai,11-50 EMPLOYEES,An ai platform focused on building the road to a fully autonomous future,Principal Perception Engineer,Boston • Cambridge • Remote possible • $160k – $200k AngelList Est.,Medium,True,0,1,0,True,False,False,35
isee ai,11-50 EMPLOYEES,An ai platform focused on building the road to a fully autonomous future,Service Desk Lead,Boston • Cambridge • Remote possible,Medium,True,1,0,0,False,True,False,35
isee ai,11-50 EMPLOYEES,An ai platform focused on building the road to a fully autonomous future,Staff Test Engineer - Testing Tools and Methods,Boston • Cambridge • Remote possible • $75k – $130k AngelList Est.,Medium,True,0,1,0,True,False,False,35
Kisi,51-200 EMPLOYEES,Modern door security for facilities where the future is made on demand,Business Development Representative (Junior SaaS Sales Program),Brooklyn • Remote possible • $50k – $60k • No equity,Large,True,0,0,0,False,False,True,125
Kisi,51-200 EMPLOYEES,Modern door security for facilities where the future is made on demand,Account Executive,Brooklyn • Remote possible • $57k – $80k,Large,True,0,0,0,False,False,True,125
